,r11c2
0,0.0003259033261691305
1,0.0003020521740937874
2,0.00029157872172038703
3,0.00026938011818396077
4,0.000224171988992197
5,0.0002074970920552023
6,0.00019125585938116861
7,0.0001862314885595394
8,0.00019712935425057092
9,0.0002057080510014193
10,0.00020050245399082892
11,0.00018430752702844615
12,0.00016182899883703994
13,0.0001584636091620568
14,0.00017023692132429985
15,0.0002294978567895753
16,0.0002564349695724393
17,0.0002620031945759581
18,0.00024473494551780915
19,0.0002408625354922497
20,0.00024111165670863137
21,0.00027618839473668997
22,0.0002916255146220553
23,0.00030564942089703675
24,0.0003863249720232877
25,0.00040526856274866605
26,0.00042903632602103617
27,0.00048377886582272144
28,0.000495337902184825
29,0.0005165541493662283
30,0.0005618906078075673
31,0.0005769064272929124
32,0.0005917686969477832
33,0.0005940306182284254
34,0.0005746391525870794
35,0.0005464122693807323
36,0.000526018495253652
37,0.0005275557213834573
38,0.0005493317272348171
39,0.0005715570242521951
40,0.0005814846821811367
41,0.0006199916146539889
42,0.000657345039785716
43,0.0006869878331425431
44,0.0008481312848126419
45,0.000918369356316775
46,0.0009533546130890721
47,0.0010019844760478277
48,0.0010043907981836181
49,0.001001326089724355
50,0.0009377425240074687
51,0.0009102177326011528
52,0.0008740938391132609
53,0.0007460704145739598
54,0.0007037456401899938
55,0.0006408180814964956
56,0.0005122270522619583
57,0.00047357693690900147
58,0.0004107053484174987
59,0.0003216563888177184
60,0.000299547875779504
61,0.00026150424401816946
62,0.00022195552933817564
63,0.0002116319275501178
64,0.00019173337641069312
65,0.00017062969278330297
66,0.00015639204888320138
67,0.00010086610753358624
68,6.252249418405679e-05
69,4.7479298585235615e-05
70,1.9524556040340977e-05
71,1.56888362383396e-05
72,2.1212595805523102e-05
73,0.00014579575664542155
74,0.00019171336479747967
75,0.00022138109831769599
76,0.00017263759262238875
77,0.00013865349150828495
78,0.00010456825597807552
79,5.933778685801534e-05
80,6.610142887415324e-05
81,7.344924004611797e-05
82,8.099637991518917e-05
83,7.504851492313544e-05
84,6.383550810336845e-05
85,4.169079004886326e-05
86,2.9813230552903595e-05
87,1.3355812973662473e-05
88,0.0
89,3.2273741248125913e-06
90,2.6487785077594553e-05
91,5.413701642759708e-05
92,6.434027661636451e-05
93,9.56904160590621e-05
94,0.00011782869867333784
95,0.00012460115542978998
96,0.00013585237267591926
97,0.0001386346525501133
98,0.00013738169329794271
99,0.00011037560913761973
100,9.794946235210179e-05
101,8.989217221984265e-05
102,9.893451241472087e-05
103,0.00010869002798252525
104,0.00011885025682975853
105,0.00018207940597150902
106,0.00020337517559324743
107,0.00022836517398919278
108,0.0002734308624158782
109,0.00027337029223371877
110,0.0002716685884880495
111,0.00026354668053098657
112,0.00025344608430837934
113,0.0002410973865731226
114,0.00023387018892045798
115,0.00024340629336543995
116,0.0002816082618824195
117,0.0003245041560942472
118,0.00033169621375065897
119,0.0003169681196255718
120,0.0003004229766857031
121,0.00029577538219500673
122,0.00029960676345660344
123,0.00030473749748952475
124,0.00030841470577062485
125,0.0003419113421148495
126,0.0003558882855381566
127,0.00036242362804615513
128,0.00032021631744137685
129,0.00029786151851938185
130,0.00027845878802513417
131,0.0002699304332985806
132,0.00028411771817938675
133,0.00030268954326651096
134,0.00036448512161965164
135,0.00038074398377431387
136,0.0004126064091852755
137,0.0004946858040115764
138,0.0005189168226754625
139,0.0005802691430878002
140,0.0007002670468159747
141,0.000760792503798833
142,0.0009128339713194272
143,0.001102604595110144
144,0.0011678153754850437
145,0.0013417320996605361
146,0.0014750962031402435
147,0.0014884232860653817
148,0.0013355736496159748
149,0.0011995621215918812
150,0.001126840598974208
151,0.0008904839026726008
152,0.0007701733475832795
153,0.0007057377941610182
154,0.0005442466814285246
155,0.0004947891052902593
156,0.00046527105523787955
157,0.00042725626965757344
158,0.0004302689167649806
159,0.00043235890528949304
160,0.0003953048187684379
161,0.0003640177874279902
162,0.00032695735610670885
163,0.0002727058953450316
164,0.0002798921662037371
165,0.0002940732195843211
166,0.0003210342868205391
167,0.00033164789129893615
168,0.00034821121888945324
169,0.0003628392407859726
170,0.00035969131347374244
171,0.0003411179021865617
172,0.0003202350685920454
173,0.00031330733984505745
174,0.0002913095209107895
175,0.00027656088266246994
176,0.0002728725596509735
177,0.00028748949797459774
178,0.00029714291324376205
179,0.00030185962073692245
180,0.0003065008704273926
181,0.00030908631986956934
182,0.00031127309492253233
183,0.0003497109427179215
184,0.0003622556324651657
185,0.00037265773416102227
186,0.0003597823217019871
187,0.00034461105461109986
188,0.0003334385978627786
189,0.0003536575500836263
190,0.00038562375829828796
191,0.000439614694198177
192,0.000541157670118395
193,0.0005665561886739049
194,0.0006188809063893898
195,0.000696484752781128
196,0.0007261827798899244
197,0.0007969552591881103
198,0.0008752759263804048
199,0.0009052255078231695
200,0.0009824593447267163
201,0.0010427400453758484
202,0.0010635218720167637
203,0.0011040057196100971
204,0.0011235104286054804
205,0.0011291318649558962
206,0.0011432064729826853
207,0.0011368805088821515
208,0.0011248004624514728
209,0.0009715670222383824
210,0.000906567772971024
211,0.0008527469287021992
212,0.0006804124674081178
213,0.000643963856108649
214,0.0005996689646044441
215,0.00048396374310431264
